date,season,year,month,days,workingday,weather,temperature,atemp,humidity,windspeed,casual,registered,count,kelembapan
2011-06-26,Fall,2011,June,Monday,Weekend / Holiday,Clear / Partly cloudy,27.9,31.9,51.3,6.3,1920,3385,5305,Normal
2011-06-27,Fall,2011,June,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.0,31.9,65.8,7.2,854,3854,4708,Too Dry
2011-06-28,Fall,2011,June,Wednesday,Working Day,Clear / Partly cloudy,30.5,34.6,63.4,9.7,732,3916,4648,Normal
2011-06-29,Fall,2011,June,Thursday,Working Day,Clear / Partly cloudy,29.9,32.7,49.8,17.5,848,4377,5225,Normal
2011-06-30,Fall,2011,June,Friday,Working Day,Clear / Partly cloudy,28.6,31.9,43.4,12.4,1027,4488,5515,Too Humid
2011-07-01,Fall,2011,July,Saturday,Working Day,Clear / Partly cloudy,29.6,32.6,39.6,6.9,1246,4116,5362,Too Humid
2011-07-02,Fall,2011,July,Sunday,Weekend / Holiday,Clear / Partly cloudy,30.3,33.4,44.5,7.7,2204,2915,5119,Too Humid
2011-07-03,Fall,2011,July,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.4,33.4,68.2,15.3,2282,2367,4649,Too Dry
2011-07-04,Fall,2011,July,Tuesday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.8,33.3,63.8,5.5,3065,2978,6043,Normal
2011-07-05,Fall,2011,July,Wednesday,Working Day,Clear / Partly cloudy,30.6,34.8,59.0,8.5,1031,3634,4665,Normal
2011-07-06,Fall,2011,July,Thursday,Working Day,Clear / Partly cloudy,29.5,34.3,74.3,10.0,784,3845,4629,Too Dry
2011-07-07,Fall,2011,July,Friday,Working Day,Clear / Partly cloudy,30.8,34.3,65.1,10.7,754,3838,4592,Too Dry
2011-07-08,Fall,2011,July,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.1,33.5,75.8,15.1,692,3348,4040,Too Dry
2011-07-09,Fall,2011,July,Sunday,Weekend / Holiday,Clear / Partly cloudy,30.1,33.2,60.9,11.3,1988,3348,5336,Normal
2011-07-10,Fall,2011,July,Monday,Weekend / Holiday,Clear / Partly cloudy,30.6,34.5,57.8,12.3,1743,3138,4881,Normal
2011-07-11,Fall,2011,July,Tuesday,Working Day,Clear / Partly cloudy,31.3,36.5,63.6,18.9,723,3363,4086,Normal
2011-07-12,Fall,2011,July,Wednesday,Working Day,Clear / Partly cloudy,32.6,37.0,55.9,13.4,662,3596,4258,Normal
2011-07-13,Fall,2011,July,Thursday,Working Day,Clear / Partly cloudy,30.6,34.5,63.2,9.8,748,3594,4342,Normal
2011-07-14,Fall,2011,July,Friday,Working Day,Clear / Partly cloudy,27.9,31.8,47.6,16.1,888,4196,5084,Normal
2011-07-15,Fall,2011,July,Saturday,Working Day,Clear / Partly cloudy,27.2,31.2,59.1,12.2,1318,4220,5538,Normal
2011-07-16,Fall,2011,July,Sunday,Weekend / Holiday,Clear / Partly cloudy,28.2,31.9,58.5,14.0,2418,3505,5923,Normal
2011-07-17,Fall,2011,July,Monday,Weekend / Holiday,Clear / Partly cloudy,29.5,33.5,60.4,16.4,2006,3296,5302,Normal
2011-07-18,Fall,2011,July,Tuesday,Working Day,Clear / Partly cloudy,30.6,35.2,65.1,14.5,841,3617,4458,Too Dry
2011-07-19,Fall,2011,July,Wednesday,Working Day,Clear / Partly cloudy,31.8,37.4,65.0,8.8,752,3789,4541,Normal
2011-07-20,Fall,2011,July,Thursday,Working Day,Clear / Partly cloudy,31.5,37.3,70.7,7.6,644,3688,4332,Too Dry
2011-07-21,Fall,2011,July,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",33.4,41.3,69.1,14.9,632,3152,3784,Too Dry
2011-07-22,Fall,2011,July,Saturday,Working Day,Clear / Partly cloudy,34.8,42.0,58.0,8.9,562,2825,3387,Normal
2011-07-23,Fall,2011,July,Sunday,Weekend / Holiday,Clear / Partly cloudy,34.8,40.2,50.0,8.8,987,2298,3285,Normal
2011-07-24,Fall,2011,July,Monday,Weekend / Holiday,Clear / Partly cloudy,34.0,39.7,55.1,11.3,1050,2556,3606,Normal
2011-07-25,Fall,2011,July,Tuesday,Working Day,Clear / Partly cloudy,30.5,36.0,75.7,6.1,568,3272,3840,Too Dry
2011-07-26,Fall,2011,July,Wednesday,Working Day,Clear / Partly cloudy,31.6,34.8,54.1,13.4,750,3840,4590,Normal
2011-07-27,Fall,2011,July,Thursday,Working Day,Clear / Partly cloudy,31.8,34.5,40.3,12.3,755,3901,4656,Too Humid
2011-07-28,Fall,2011,July,Friday,Working Day,Clear / Partly cloudy,31.9,37.0,58.3,12.0,606,3784,4390,Normal
2011-07-29,Fall,2011,July,Saturday,Working Day,Clear / Partly cloudy,34.4,39.3,54.2,11.7,670,3176,3846,Normal
2011-07-30,Fall,2011,July,Sunday,Weekend / Holiday,Clear / Partly cloudy,33.0,36.4,46.6,11.3,1559,2916,4475,Normal
2011-07-31,Fall,2011,July,Monday,Weekend / Holiday,Clear / Partly cloudy,33.0,36.5,48.1,11.0,1524,2778,4302,Normal
2011-08-01,Fall,2011,August,Tuesday,Working Day,Clear / Partly cloudy,31.6,35.2,55.1,10.5,729,3537,4266,Normal
2011-08-02,Fall,2011,August,Wednesday,Working Day,Clear / Partly cloudy,32.1,35.4,49.1,13.8,801,4044,4845,Normal
2011-08-03,Fall,2011,August,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",30.0,34.0,65.8,9.1,467,3107,3574,Too Dry
2011-08-04,Fall,2011,August,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.1,33.2,75.8,13.2,799,3777,4576,Too Dry
2011-08-05,Fall,2011,August,Saturday,Working Day,Clear / Partly cloudy,29.1,32.8,63.1,12.4,1023,3843,4866,Normal
2011-08-06,Fall,2011,August,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",29.4,33.8,75.5,15.3,1521,2773,4294,Too Dry
2011-08-07,Fall,2011,August,Monday,Weekend / Holiday,Clear / Partly cloudy,30.4,35.8,75.3,13.5,1298,2487,3785,Too Dry
2011-08-08,Fall,2011,August,Tuesday,Working Day,Clear / Partly cloudy,31.4,35.2,59.2,12.9,846,3480,4326,Normal
2011-08-09,Fall,2011,August,Wednesday,Working Day,Clear / Partly cloudy,31.8,36.2,57.0,10.1,907,3695,4602,Normal
2011-08-10,Fall,2011,August,Thursday,Working Day,Clear / Partly cloudy,31.4,34.2,42.4,13.4,884,3896,4780,Too Humid
2011-08-11,Fall,2011,August,Friday,Working Day,Clear / Partly cloudy,29.4,32.6,42.4,11.0,812,3980,4792,Too Humid
2011-08-12,Fall,2011,August,Saturday,Working Day,Clear / Partly cloudy,29.0,32.7,41.5,8.4,1051,3854,4905,Too Humid
2011-08-13,Fall,2011,August,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.1,32.3,73.0,14.2,1504,2646,4150,Too Dry
2011-08-14,Fall,2011,August,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.7,31.2,81.8,14.9,1338,2482,3820,Too Dry
2011-08-15,Fall,2011,August,Tuesday,Working Day,Clear / Partly cloudy,27.3,30.8,71.2,14.0,775,3563,4338,Too Dry
2011-08-16,Fall,2011,August,Wednesday,Working Day,Clear / Partly cloudy,28.7,32.3,57.8,15.8,721,4004,4725,Normal
2011-08-17,Fall,2011,August,Thursday,Working Day,Clear / Partly cloudy,29.7,33.3,57.5,9.6,668,4026,4694,Normal
2011-08-18,Fall,2011,August,Friday,Working Day,Clear / Partly cloudy,29.2,33.1,65.5,15.6,639,3166,3805,Too Dry
2011-08-19,Fall,2011,August,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.1,31.7,72.3,9.3,797,3356,4153,Too Dry
2011-08-20,Fall,2011,August,Sunday,Weekend / Holiday,Clear / Partly cloudy,28.6,32.4,67.4,7.0,1914,3277,5191,Too Dry
2011-08-21,Fall,2011,August,Monday,Weekend / Holiday,Clear / Partly cloudy,29.1,33.8,77.0,16.7,1249,2624,3873,Too Dry
2011-08-22,Fall,2011,August,Tuesday,Working Day,Clear / Partly cloudy,28.4,31.9,47.0,18.5,833,3925,4758,Normal
2011-08-23,Fall,2011,August,Wednesday,Working Day,Clear / Partly cloudy,26.3,30.3,45.5,9.8,1281,4614,5895,Normal
2011-08-24,Fall,2011,August,Thursday,Working Day,Clear / Partly cloudy,27.6,31.5,60.5,17.0,949,4181,5130,Normal
2011-08-25,Fall,2011,August,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",28.1,32.3,77.2,14.1,435,3107,3542,Too Dry
2011-08-26,Fall,2011,August,Saturday,Working Day,Clear / Partly cloudy,28.7,33.0,76.1,5.6,768,3893,4661,Too Dry
2011-08-27,Fall,2011,August,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.9,31.8,85.0,25.2,226,889,1115,Too Dry
2011-08-28,Fall,2011,August,Monday,Weekend / Holiday,Clear / Partly cloudy,29.0,32.4,56.2,20.4,1415,2919,4334,Normal
2011-08-29,Fall,2011,August,Tuesday,Working Day,Clear / Partly cloudy,26.1,30.4,55.5,10.7,729,3905,4634,Normal
2011-08-30,Fall,2011,August,Wednesday,Working Day,Clear / Partly cloudy,26.2,29.7,54.8,8.4,775,4429,5204,Normal
2011-08-31,Fall,2011,August,Thursday,Working Day,Clear / Partly cloudy,26.9,30.6,59.8,5.6,688,4370,5058,Normal
2011-09-01,Fall,2011,September,Friday,Working Day,Clear / Partly cloudy,26.9,30.7,63.9,9.5,783,4332,5115,Normal
2011-09-02,Fall,2011,September,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.4,30.2,72.7,9.4,875,3852,4727,Too Dry
2011-09-03,Fall,2011,September,Sunday,Weekend / Holiday,Clear / Partly cloudy,27.4,31.7,71.7,12.4,1935,2549,4484,Too Dry
2011-09-04,Fall,2011,September,Monday,Weekend / Holiday,Clear / Partly cloudy,29.1,33.3,74.2,13.8,2521,2419,4940,Too Dry
2011-09-05,Fall,2011,September,Tuesday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.6,31.3,79.0,14.3,1236,2115,3351,Too Dry
2011-09-06,Fall,2011,September,Wednesday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",22.1,25.8,88.7,23.0,204,2506,2710,Too Dry
2011-09-07,Fall,2011,September,Thursday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",24.6,27.2,91.7,6.5,118,1878,1996,Too Dry
2011-09-08,Fall,2011,September,Friday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",26.0,27.8,94.0,12.9,153,1689,1842,Too Dry
2011-09-09,Fall,2011,September,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.6,28.9,89.8,8.3,417,3127,3544,Too Dry
2011-09-10,Fall,2011,September,Sunday,Weekend / Holiday,Clear / Partly cloudy,27.1,30.4,75.4,10.3,1750,3595,5345,Too Dry
2011-09-11,Fall,2011,September,Monday,Weekend / Holiday,Clear / Partly cloudy,26.8,30.5,71.4,7.7,1633,3413,5046,Too Dry
2011-09-12,Fall,2011,September,Tuesday,Working Day,Clear / Partly cloudy,26.4,30.1,69.2,6.0,690,4023,4713,Too Dry
2011-09-13,Fall,2011,September,Wednesday,Working Day,Clear / Partly cloudy,26.7,30.2,71.2,9.5,701,4062,4763,Too Dry
2011-09-14,Fall,2011,September,Thursday,Working Day,Clear / Partly cloudy,27.6,31.3,69.7,11.2,647,4138,4785,Too Dry
2011-09-15,Fall,2011,September,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.7,27.7,70.9,18.2,428,3231,3659,Too Dry
2011-09-16,Fall,2011,September,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.2,23.1,59.0,11.0,742,4018,4760,Normal
2011-09-17,Fall,2011,September,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.2,23.9,71.8,12.7,1434,3077,4511,Too Dry
2011-09-18,Fall,2011,September,Monday,Weekend / Holiday,Clear / Partly cloudy,20.8,24.5,69.5,12.0,1353,2921,4274,Too Dry
2011-09-19,Fall,2011,September,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.5,26.5,69.0,10.2,691,3848,4539,Too Dry
2011-09-20,Fall,2011,September,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.0,26.6,88.1,9.0,438,3203,3641,Too Dry
2011-09-21,Fall,2011,September,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.4,27.5,90.0,6.5,539,3813,4352,Too Dry
2011-09-22,Fall,2011,September,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.8,27.7,90.2,8.6,555,4240,4795,Too Dry
2011-09-23,Winter,2011,September,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",25.0,26.1,97.2,5.3,258,2137,2395,Too Dry
2011-09-24,Winter,2011,September,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.9,28.2,86.2,5.3,1776,3647,5423,Too Dry
2011-09-25,Winter,2011,September,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.0,28.6,84.5,3.4,1544,3466,5010,Too Dry
2011-09-26,Winter,2011,September,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.6,29.5,84.8,7.4,684,3946,4630,Too Dry
2011-09-27,Winter,2011,September,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.1,28.7,88.5,7.9,477,3643,4120,Too Dry
2011-09-28,Winter,2011,September,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",26.0,28.8,84.9,10.0,480,3427,3907,Too Dry
2011-09-29,Winter,2011,September,Friday,Working Day,Clear / Partly cloudy,25.3,28.7,69.9,11.6,653,4186,4839,Too Dry
2011-09-30,Winter,2011,September,Saturday,Working Day,Clear / Partly cloudy,23.1,27.2,64.8,13.8,830,4372,5202,Normal
2011-10-01,Winter,2011,October,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.8,20.6,75.4,19.6,480,1949,2429,Too Dry
2011-10-02,Winter,2011,October,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.6,17.3,79.2,14.9,616,2302,2918,Too Dry
2011-10-03,Winter,2011,October,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.8,19.6,76.1,5.6,330,3240,3570,Too Dry
2011-10-04,Winter,2011,October,Wednesday,Working Day,Clear / Partly cloudy,19.9,23.6,71.0,13.8,486,3970,4456,Too Dry
2011-10-05,Winter,2011,October,Thursday,Working Day,Clear / Partly cloudy,22.1,26.4,64.8,11.9,559,4267,4826,Normal
2011-10-06,Winter,2011,October,Friday,Working Day,Clear / Partly cloudy,20.3,24.0,62.1,9.0,639,4126,4765,Normal
2011-10-07,Winter,2011,October,Saturday,Working Day,Clear / Partly cloudy,20.9,25.2,68.4,1.5,949,4036,4985,Too Dry
2011-10-08,Winter,2011,October,Sunday,Weekend / Holiday,Clear / Partly cloudy,21.4,25.7,70.1,3.0,2235,3174,5409,Too Dry
2011-10-09,Winter,2011,October,Monday,Weekend / Holiday,Clear / Partly cloudy,22.2,26.2,72.8,4.3,2397,3114,5511,Too Dry
2011-10-10,Winter,2011,October,Tuesday,Weekend / Holiday,Clear / Partly cloudy,23.4,27.1,73.4,2.8,1514,3603,5117,Too Dry
2011-10-11,Winter,2011,October,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.2,27.3,80.9,9.6,667,3896,4563,Too Dry
2011-10-12,Winter,2011,October,Thursday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",22.3,25.9,90.6,16.6,217,2199,2416,Too Dry
2011-10-13,Winter,2011,October,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",24.2,27.6,89.7,9.5,290,2623,2913,Too Dry
2011-10-14,Winter,2011,October,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.6,26.5,71.6,15.0,529,3115,3644,Too Dry
2011-10-15,Winter,2011,October,Sunday,Weekend / Holiday,Clear / Partly cloudy,20.8,24.9,48.3,17.3,1899,3318,5217,Normal
2011-10-16,Winter,2011,October,Monday,Weekend / Holiday,Clear / Partly cloudy,21.0,25.2,48.7,18.9,1748,3293,5041,Normal
2011-10-17,Winter,2011,October,Tuesday,Working Day,Clear / Partly cloudy,21.9,25.5,58.0,11.8,713,3857,4570,Normal
2011-10-18,Winter,2011,October,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",21.8,26.1,70.2,7.4,637,4111,4748,Too Dry
2011-10-19,Winter,2011,October,Thursday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",22.2,25.7,89.5,16.3,254,2170,2424,Too Dry
2011-10-20,Winter,2011,October,Friday,Working Day,Clear / Partly cloudy,19.5,23.3,63.6,28.3,471,3724,4195,Normal
2011-10-21,Winter,2011,October,Saturday,Working Day,Clear / Partly cloudy,17.5,21.2,57.4,14.8,676,3628,4304,Normal
2011-10-22,Winter,2011,October,Sunday,Weekend / Holiday,Clear / Partly cloudy,17.3,21.3,62.9,6.2,1499,2809,4308,Normal
2011-10-23,Winter,2011,October,Monday,Weekend / Holiday,Clear / Partly cloudy,17.3,21.1,74.1,6.7,1619,2762,4381,Too Dry
2011-10-24,Winter,2011,October,Tuesday,Working Day,Clear / Partly cloudy,19.0,22.9,77.2,8.0,699,3488,4187,Too Dry
2011-10-25,Winter,2011,October,Wednesday,Working Day,Clear / Partly cloudy,19.3,23.2,62.3,11.2,695,3992,4687,Normal
2011-10-26,Winter,2011,October,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.9,23.6,72.0,10.0,404,3490,3894,Too Dry
2011-10-27,Winter,2011,October,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.3,22.9,81.3,13.3,240,2419,2659,Too Dry
2011-10-28,Winter,2011,October,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.6,15.9,58.6,15.4,456,3291,3747,Normal
2011-10-29,Winter,2011,October,Sunday,Weekend / Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",10.4,11.4,88.2,23.5,57,570,627,Too Dry
2011-10-30,Winter,2011,October,Monday,Weekend / Holiday,Clear / Partly cloudy,13.1,16.1,62.4,11.8,885,2446,3331,Normal
2011-10-31,Winter,2011,October,Tuesday,Working Day,Clear / Partly cloudy,13.9,17.8,70.3,7.1,362,3307,3669,Too Dry
2011-11-01,Winter,2011,November,Wednesday,Working Day,Clear / Partly cloudy,16.4,19.9,68.4,9.1,410,3658,4068,Too Dry
2011-11-02,Winter,2011,November,Thursday,Working Day,Clear / Partly cloudy,15.5,19.5,71.9,5.5,370,3816,4186,Too Dry
2011-11-03,Winter,2011,November,Friday,Working Day,Clear / Partly cloudy,16.7,20.3,70.2,9.2,318,3656,3974,Too Dry
2011-11-04,Winter,2011,November,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.5,20.2,62.3,18.2,470,3576,4046,Normal
2011-11-05,Winter,2011,November,Sunday,Weekend / Holiday,Clear / Partly cloudy,13.4,16.2,51.9,12.7,1156,2770,3926,Normal
2011-11-06,Winter,2011,November,Monday,Weekend / Holiday,Clear / Partly cloudy,14.3,18.1,73.5,6.2,952,2697,3649,Too Dry
2011-11-07,Winter,2011,November,Tuesday,Working Day,Clear / Partly cloudy,16.2,20.0,75.9,3.8,373,3662,4035,Too Dry
2011-11-08,Winter,2011,November,Wednesday,Working Day,Clear / Partly cloudy,16.7,20.6,72.2,4.6,376,3829,4205,Too Dry
2011-11-09,Winter,2011,November,Thursday,Working Day,Clear / Partly cloudy,16.4,20.5,75.8,4.2,305,3804,4109,Too Dry
2011-11-10,Winter,2011,November,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.6,18.7,81.3,12.7,190,2743,2933,Too Dry
2011-11-11,Winter,2011,November,Saturday,Weekend / Holiday,Clear / Partly cloudy,13.3,15.3,44.6,21.1,440,2928,3368,Too Humid
2011-11-12,Winter,2011,November,Sunday,Weekend / Holiday,Clear / Partly cloudy,14.6,17.9,55.3,14.2,1275,2792,4067,Normal
2011-11-13,Winter,2011,November,Monday,Weekend / Holiday,Clear / Partly cloudy,18.1,21.5,45.8,18.9,1004,2713,3717,Normal
2011-11-14,Winter,2011,November,Tuesday,Working Day,Clear / Partly cloudy,21.7,26.2,58.7,20.5,595,3891,4486,Normal
2011-11-15,Winter,2011,November,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",21.7,25.4,68.9,13.4,449,3746,4195,Too Dry
2011-11-16,Winter,2011,November,Thursday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",18.7,22.6,93.0,9.2,145,1672,1817,Too Dry
2011-11-17,Winter,2011,November,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.0,16.2,57.6,20.5,139,2914,3053,Normal
2011-11-18,Winter,2011,November,Saturday,Working Day,Clear / Partly cloudy,11.2,13.6,41.0,11.3,245,3147,3392,Too Humid
2011-11-19,Winter,2011,November,Sunday,Weekend / Holiday,Clear / Partly cloudy,13.5,16.2,50.2,15.0,943,2720,3663,Normal
2011-11-20,Winter,2011,November,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",19.0,22.9,68.5,12.5,787,2733,3520,Too Dry
2011-11-21,Winter,2011,November,Tuesday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",18.3,22.3,91.0,9.2,220,2545,2765,Too Dry
2011-11-22,Winter,2011,November,Wednesday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",17.1,21.1,96.2,8.0,69,1538,1607,Too Dry
2011-11-23,Winter,2011,November,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.1,21.5,75.8,22.5,112,2454,2566,Too Dry
2011-11-24,Winter,2011,November,Friday,Weekend / Holiday,Clear / Partly cloudy,15.3,18.6,54.9,11.2,560,935,1495,Normal
2011-11-25,Winter,2011,November,Saturday,Working Day,Clear / Partly cloudy,15.4,19.0,64.4,6.6,1095,1697,2792,Normal
2011-11-26,Winter,2011,November,Sunday,Weekend / Holiday,Clear / Partly cloudy,15.4,19.3,68.2,4.6,1249,1819,3068,Too Dry
2011-11-27,Winter,2011,November,Monday,Weekend / Holiday,Clear / Partly cloudy,18.8,22.8,69.8,14.0,810,2261,3071,Too Dry
2011-11-28,Winter,2011,November,Tuesday,Working Day,Clear / Partly cloudy,20.6,24.5,74.3,9.5,253,3614,3867,Too Dry
2011-11-29,Winter,2011,November,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.8,22.6,83.1,17.3,96,2818,2914,Too Dry
2011-11-30,Winter,2011,November,Thursday,Working Day,Clear / Partly cloudy,13.3,15.6,61.3,18.2,188,3425,3613,Normal
2011-12-01,Winter,2011,December,Friday,Working Day,Clear / Partly cloudy,12.8,15.3,52.5,14.8,182,3545,3727,Normal
2011-12-02,Winter,2011,December,Saturday,Working Day,Clear / Partly cloudy,12.9,16.6,62.6,6.8,268,3672,3940,Normal
2011-12-03,Winter,2011,December,Sunday,Weekend / Holiday,Clear / Partly cloudy,12.3,15.5,61.3,6.4,706,2908,3614,Normal
2011-12-04,Winter,2011,December,Monday,Weekend / Holiday,Clear / Partly cloudy,13.6,17.5,77.6,5.6,634,2851,3485,Too Dry
2011-12-05,Winter,2011,December,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.8,19.7,82.7,4.2,233,3578,3811,Too Dry
2011-12-06,Winter,2011,December,Wednesday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",19.0,22.8,95.0,15.6,126,2468,2594,Too Dry
2011-12-07,Winter,2011,December,Thursday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.8,20.0,97.0,17.8,50,655,705,Too Dry
2011-12-08,Winter,2011,December,Friday,Working Day,Clear / Partly cloudy,10.9,12.8,58.0,16.1,150,3172,3322,Normal
2011-12-09,Winter,2011,December,Saturday,Working Day,Clear / Partly cloudy,11.9,15.9,69.6,5.5,261,3359,3620,Too Dry
2011-12-10,Winter,2011,December,Sunday,Weekend / Holiday,Clear / Partly cloudy,11.3,13.3,50.7,15.6,502,2688,3190,Normal
2011-12-11,Winter,2011,December,Monday,Weekend / Holiday,Clear / Partly cloudy,9.1,12.7,49.0,4.5,377,2366,2743,Normal
2011-12-12,Winter,2011,December,Tuesday,Working Day,Clear / Partly cloudy,9.8,13.5,67.1,4.3,143,3167,3310,Too Dry
2011-12-13,Winter,2011,December,Wednesday,Working Day,Clear / Partly cloudy,11.6,15.1,59.0,9.4,155,3368,3523,Normal
2011-12-14,Winter,2011,December,Thursday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.0,16.9,66.4,4.1,178,3562,3740,Too Dry
2011-12-15,Winter,2011,December,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.3,20.6,63.4,18.0,181,3528,3709,Normal
2011-12-16,Winter,2011,December,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.4,18.0,50.0,17.5,178,3399,3577,Normal
2011-12-17,Winter,2011,December,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.6,12.5,56.1,16.3,275,2464,2739,Normal
2011-12-18,Winter,2011,December,Monday,Weekend / Holiday,Clear / Partly cloudy,9.8,12.3,58.6,11.4,220,2211,2431,Normal
2011-12-19,Winter,2011,December,Tuesday,Working Day,Clear / Partly cloudy,11.3,14.0,63.7,11.6,260,3143,3403,Normal
2011-12-20,Winter,2011,December,Wednesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.8,19.8,59.5,4.1,216,3534,3750,Normal
